id,datatime,temperature,ph,od,ce,tds,s,opr,position
270,2020-07-31 11:05:33.394027-04,15.75,6.995,0.0,109.7,59,0.0,1020.0,"{'lat': -25.3069581, 'lon': -57.3316995, 'alt': -0.011, 'yaw': -3.118887186050415}"
271,2020-07-31 11:05:45.31751-04,15.687000000000001,6.997000000000001,0.0,131.8,71,0.0,1020.0,"{'lat': -25.3070759, 'lon': -57.3317234, 'alt': 0.0, 'yaw': -2.9711599349975586}"
272,2020-07-31 11:05:57.302568-04,15.687000000000001,6.996,0.0,132.4,71,0.0,1020.0,"{'lat': -25.3072023, 'lon': -57.331766, 'alt': 0.004, 'yaw': -2.9363582134246826}"
273,2020-07-31 11:06:09.191639-04,15.687000000000001,6.995,0.0,126.0,68,0.0,1020.0,"{'lat': -25.3073341, 'lon': -57.331808, 'alt': 0.005, 'yaw': -2.975433826446533}"
274,2020-07-31 11:06:21.161023-04,15.625,6.997000000000001,0.0,131.7,71,0.0,1020.0,"{'lat': -25.3074544, 'lon': -57.3318465, 'alt': 0.002, 'yaw': -2.9407765865325928}"
275,2020-07-31 11:06:33.034782-04,15.625,6.996,0.0,132.4,71,0.0,1020.0,"{'lat': -25.3075853, 'lon': -57.3318841, 'alt': 0.006, 'yaw': -2.9700634479522705}"
276,2020-07-31 11:06:45.071057-04,15.562000000000001,6.996,0.0,133.4,72,0.0,1020.0,"{'lat': -25.3077136, 'lon': -57.3319214, 'alt': 0.014, 'yaw': -2.9851057529449463}"
277,2020-07-31 11:06:56.878578-04,15.562000000000001,6.996,0.0,125.0,67,0.0,1020.0,"{'lat': -25.3078353, 'lon': -57.3319437, 'alt': 0.004, 'yaw': -2.9630444049835205}"
278,2020-07-31 11:07:08.78857-04,15.5,6.997999999999999,0.0,128.8,69,0.0,1020.0,"{'lat': -25.3079579, 'lon': -57.3319842, 'alt': 0.016, 'yaw': -2.9011619091033936}"
279,2020-07-31 11:07:20.760757-04,15.5,6.996,0.0,131.5,71,0.0,1020.0,"{'lat': -25.3080524, 'lon': -57.3320099, 'alt': -0.027, 'yaw': -2.8127853870391846}"
280,2020-07-31 11:07:32.62256-04,15.5,6.997000000000001,0.0,132.7,71,0.0,1020.0,"{'lat': -25.3081263, 'lon': -57.3320449, 'alt': 0.028, 'yaw': -2.767411708831787}"
281,2020-07-31 11:07:44.561276-04,15.5,6.997000000000001,0.0,139.1,75,0.0,1020.0,"{'lat': -25.3082049, 'lon': -57.3320849, 'alt': -0.01, 'yaw': -2.762742757797241}"
282,2020-07-31 11:07:56.49749-04,15.5,6.997000000000001,0.0,135.2,73,0.0,1020.0,"{'lat': -25.3082761, 'lon': -57.3321266, 'alt': -0.012, 'yaw': -2.742490291595459}"
283,2020-07-31 11:08:08.393771-04,15.5,6.997000000000001,0.0,125.9,67,0.0,1020.0,"{'lat': -25.3083415, 'lon': -57.3321661, 'alt': -0.031, 'yaw': -2.7017574310302734}"
284,2020-07-31 11:08:20.336545-04,15.437000000000001,6.997000000000001,0.0,128.8,69,0.0,1020.0,"{'lat': -25.308415, 'lon': -57.3322101, 'alt': -0.015, 'yaw': -2.6302289962768555}"
285,2020-07-31 11:08:32.267597-04,15.437000000000001,6.997000000000001,0.0,131.3,70,0.0,1020.0,"{'lat': -25.3085037, 'lon': -57.332261, 'alt': 0.028, 'yaw': -2.6185054779052734}"
286,2020-07-31 11:08:56.107071-04,15.437000000000001,6.999,0.0,131.0,70,0.0,1020.0,"{'lat': -25.3086398, 'lon': -57.3323718, 'alt': 0.008, 'yaw': -2.7599518299102783}"
287,2020-07-31 11:09:08.095852-04,15.437000000000001,6.997000000000001,0.0,126.9,68,0.0,1020.0,"{'lat': -25.308701, 'lon': -57.3324231, 'alt': 0.001, 'yaw': -2.6944448947906494}"
288,2020-07-31 11:09:20.053496-04,15.437000000000001,6.997999999999999,0.0,130.4,70,0.0,1020.0,"{'lat': -25.3087874, 'lon': -57.3324758, 'alt': 0.005, 'yaw': -2.623497724533081}"
289,2020-07-31 11:09:31.925577-04,15.437000000000001,6.997999999999999,0.0,128.9,69,0.0,1020.0,"{'lat': -25.3088702, 'lon': -57.3325283, 'alt': 0.0, 'yaw': -2.5033397674560547}"
290,2020-07-31 11:09:43.806971-04,15.375,6.997000000000001,0.0,137.8,74,0.0,1020.0,"{'lat': -25.3089367, 'lon': -57.3325922, 'alt': 0.003, 'yaw': -2.3751094341278076}"
291,2020-07-31 11:09:55.78314-04,15.375,6.997000000000001,0.0,124.1,67,0.0,1020.0,"{'lat': -25.3090084, 'lon': -57.3326558, 'alt': 0.01, 'yaw': -2.355943441390991}"
292,2020-07-31 11:10:07.684-04,15.375,6.997000000000001,0.0,129.2,69,0.0,1020.0,"{'lat': -25.3090613, 'lon': -57.33272, 'alt': 0.015, 'yaw': -2.5816738605499268}"
293,2020-07-31 11:10:20.009675-04,15.437000000000001,6.997000000000001,0.0,131.0,70,0.0,1020.0,"{'lat': -25.309126, 'lon': -57.3327857, 'alt': 0.0, 'yaw': -2.900102376937866}"
294,2020-07-31 11:10:31.530948-04,15.437000000000001,6.997999999999999,0.0,87.58,47,0.0,1020.0,"{'lat': -25.3092289, 'lon': -57.3328405, 'alt': -0.022, 'yaw': -3.0649595260620117}"
295,2020-07-31 11:10:43.440607-04,15.437000000000001,6.997999999999999,0.0,132.6,71,0.0,1020.0,"{'lat': -25.3093436, 'lon': -57.332875, 'alt': 0.028, 'yaw': 3.0954627990722656}"
296,2020-07-31 11:10:55.346737-04,15.437000000000001,6.997999999999999,0.0,129.6,70,0.0,1020.0,"{'lat': -25.3094637, 'lon': -57.332897, 'alt': -0.004, 'yaw': 2.940579652786255}"
297,2020-07-31 11:11:07.316067-04,15.437000000000001,6.997000000000001,0.0,129.6,69,0.0,1020.0,"{'lat': -25.3095967, 'lon': -57.3329076, 'alt': 0.037, 'yaw': 2.9046781063079834}"
298,2020-07-31 11:11:19.183045-04,15.437000000000001,6.997000000000001,0.0,128.7,69,0.0,1020.0,"{'lat': -25.3097172, 'lon': -57.3329063, 'alt': 0.031, 'yaw': 2.78067684173584}"
299,2020-07-31 11:11:31.102692-04,15.375,6.996,0.0,129.5,69,0.0,1020.0,"{'lat': -25.3098468, 'lon': -57.3328922, 'alt': 0.011, 'yaw': 2.7824292182922363}"
300,2020-07-31 11:11:43.030885-04,15.437000000000001,6.995,0.0,125.6,67,0.0,1020.0,"{'lat': -25.3099747, 'lon': -57.3328755, 'alt': 0.008, 'yaw': 2.8693220615386963}"
301,2020-07-31 11:11:54.974741-04,15.437000000000001,6.996,0.0,130.2,70,0.0,1020.0,"{'lat': -25.3101177, 'lon': -57.3328623, 'alt': 0.002, 'yaw': 3.07088041305542}"
302,2020-07-31 11:12:06.906865-04,15.437000000000001,6.997999999999999,0.0,129.9,70,0.0,1020.0,"{'lat': -25.3102573, 'lon': -57.3328497, 'alt': 0.0, 'yaw': 3.007162570953369}"
303,2020-07-31 11:12:19.878006-04,15.437000000000001,6.997999999999999,0.0,127.9,69,0.0,1020.0,"{'lat': -25.3104016, 'lon': -57.3328569, 'alt': -0.018, 'yaw': 2.9669065475463867}"
304,2020-07-31 11:12:30.717439-04,15.437000000000001,6.997000000000001,0.0,137.0,73,0.0,1020.0,"{'lat': -25.3105333, 'lon': -57.3328527, 'alt': -0.005, 'yaw': 3.1289494037628174}"
305,2020-07-31 11:12:42.73906-04,15.437000000000001,6.997000000000001,0.0,112.9,61,0.0,1020.0,"{'lat': -25.310679, 'lon': -57.3328568, 'alt': 0.035, 'yaw': 2.945779323577881}"
306,2020-07-31 11:12:54.580364-04,15.375,6.997999999999999,0.0,129.7,70,0.0,1020.0,"{'lat': -25.3108266, 'lon': -57.3328625, 'alt': -0.02, 'yaw': 3.013370990753174}"
307,2020-07-31 11:13:19.447552-04,15.437000000000001,6.997999999999999,0.0,128.9,69,0.0,1020.0,"{'lat': -25.3111303, 'lon': -57.3328538, 'alt': -0.026, 'yaw': 3.0264506340026855}"
308,2020-07-31 11:46:11.446272-04,17.75,6.999,0.0,149.0,80,0.0,1020.0,"{'lat': -25.3346998, 'lon': -57.3294732, 'alt': -0.026, 'yaw': 2.6358208656311035}"
309,2020-07-31 11:46:23.74353-04,17.812,6.999,0.0,50.31,27,0.0,1020.0,"{'lat': -25.3348452, 'lon': -57.3294056, 'alt': -0.02, 'yaw': 2.6402816772460938}"
310,2020-07-31 11:46:35.692659-04,17.812,6.999,0.0,155.7,84,0.0,1020.0,"{'lat': -25.334967, 'lon': -57.329348, 'alt': -0.018, 'yaw': 2.6640713214874268}"
311,2020-07-31 11:46:47.205711-04,17.875,6.999,0.0,153.4,82,0.0,1020.0,"{'lat': -25.3351049, 'lon': -57.3292858, 'alt': -0.003, 'yaw': 2.647264003753662}"
312,2020-07-31 11:46:59.154427-04,18.0,6.999,0.0,160.9,86,0.0,1020.0,"{'lat': -25.3352429, 'lon': -57.3292263, 'alt': 0.0, 'yaw': 2.6789779663085938}"
313,2020-07-31 11:47:11.063374-04,18.062,6.999,0.0,158.8,85,0.0,1020.0,"{'lat': -25.3353807, 'lon': -57.3291589, 'alt': 0.033, 'yaw': 2.6250226497650146}"
314,2020-07-31 11:47:22.990005-04,18.125,6.997999999999999,0.0,151.4,81,0.0,1020.0,"{'lat': -25.3355083, 'lon': -57.3290977, 'alt': 0.004, 'yaw': 2.6740851402282715}"
315,2020-07-31 11:47:34.916438-04,17.875,6.997999999999999,0.0,151.5,81,0.0,1020.0,"{'lat': -25.3356492, 'lon': -57.3290249, 'alt': -0.01, 'yaw': 2.736332893371582}"
316,2020-07-31 11:47:46.862104-04,17.625,6.997999999999999,0.0,151.0,81,0.0,1020.0,"{'lat': -25.3357867, 'lon': -57.3289624, 'alt': 0.022, 'yaw': 2.8272769451141357}"
317,2020-07-31 11:47:58.763928-04,17.5,7.001,0.0,151.8,81,0.0,1020.0,"{'lat': -25.3359299, 'lon': -57.328901, 'alt': 0.005, 'yaw': 2.8436660766601562}"
318,2020-07-31 11:48:10.671146-04,17.437,7.001,0.0,151.9,82,0.0,1020.0,"{'lat': -25.3360795, 'lon': -57.3288442, 'alt': 0.004, 'yaw': 2.8090968132019043}"
319,2020-07-31 11:48:22.614333-04,17.437,6.997999999999999,0.0,157.0,84,0.0,1020.0,"{'lat': -25.3362033, 'lon': -57.3287981, 'alt': 0.015, 'yaw': 2.7835211753845215}"
320,2020-07-31 11:48:34.520141-04,17.687,6.999,0.0,155.3,83,0.0,1020.0,"{'lat': -25.3363403, 'lon': -57.3287504, 'alt': 0.024, 'yaw': 2.7641923427581787}"
321,2020-07-31 11:48:46.454224-04,17.75,7.0,0.0,150.0,81,0.0,1020.0,"{'lat': -25.3364851, 'lon': -57.328697, 'alt': -0.039, 'yaw': 2.898261070251465}"
322,2020-07-31 11:48:58.364515-04,17.562,6.997999999999999,0.0,151.8,82,0.0,1020.0,"{'lat': -25.336627, 'lon': -57.3286499, 'alt': 0.049, 'yaw': 2.676365375518799}"
323,2020-07-31 11:49:10.292201-04,17.5,6.996,0.0,147.0,79,0.0,1020.0,"{'lat': -25.3367686, 'lon': -57.3285889, 'alt': 0.001, 'yaw': 2.716607093811035}"
324,2020-07-31 11:49:22.224055-04,17.562,6.997000000000001,0.0,149.5,80,0.0,1020.0,"{'lat': -25.336905, 'lon': -57.3285284, 'alt': 0.004, 'yaw': 2.9023282527923584}"
325,2020-07-31 11:49:34.109951-04,17.375,6.997999999999999,0.0,148.9,80,0.0,1020.0,"{'lat': -25.3370401, 'lon': -57.3284774, 'alt': 0.008, 'yaw': 2.8508050441741943}"
326,2020-07-31 11:49:47.640639-04,17.312,6.999,0.0,155.1,83,0.0,1020.0,"{'lat': -25.3372077, 'lon': -57.3284125, 'alt': -0.005, 'yaw': 2.7437024116516113}"
327,2020-07-31 11:49:57.991806-04,17.5,7.001,0.0,155.2,83,0.0,1020.0,"{'lat': -25.3373237, 'lon': -57.3283692, 'alt': -0.004, 'yaw': 2.635415554046631}"
328,2020-07-31 11:50:09.95972-04,17.5,6.999,0.0,157.7,85,0.0,1020.0,"{'lat': -25.3374627, 'lon': -57.3283079, 'alt': 0.025, 'yaw': 2.57204532623291}"
329,2020-07-31 11:50:21.87998-04,17.625,6.999,0.0,145.4,78,0.0,1020.0,"{'lat': -25.337593, 'lon': -57.328238, 'alt': 0.012, 'yaw': 2.6630406379699707}"
330,2020-07-31 11:50:33.778054-04,17.562,6.997999999999999,0.0,147.1,79,0.0,1020.0,"{'lat': -25.3377127, 'lon': -57.3281709, 'alt': -0.004, 'yaw': 3.051326274871826}"
331,2020-07-31 11:50:48.23795-04,17.312,6.999,0.0,147.7,79,0.0,1020.0,"{'lat': -25.3378419, 'lon': -57.3281356, 'alt': -0.006, 'yaw': 2.955766201019287}"
332,2020-07-31 11:50:57.630055-04,17.125,7.0,0.0,154.6,83,0.0,1020.0,"{'lat': -25.3379018, 'lon': -57.3281129, 'alt': -0.049, 'yaw': 2.6741912364959717}"
333,2020-07-31 11:51:09.584053-04,17.312,6.997999999999999,0.0,153.8,83,0.0,1020.0,"{'lat': -25.3380033, 'lon': -57.328085, 'alt': -0.009, 'yaw': 2.5207276344299316}"
334,2020-07-31 11:51:21.495077-04,17.437,6.997999999999999,0.0,152.3,82,0.0,1020.0,"{'lat': -25.3380918, 'lon': -57.3280566, 'alt': 0.032, 'yaw': 2.459097385406494}"
335,2020-07-31 11:51:41.31722-04,17.562,6.999,0.0,155.9,84,0.0,1020.0,"{'lat': -25.3382441, 'lon': -57.3279738, 'alt': -0.013, 'yaw': 2.3476691246032715}"
336,2020-07-31 11:51:45.39218-04,17.625,6.999,0.0,163.6,88,0.0,1020.0,"{'lat': -25.3382683, 'lon': -57.3279541, 'alt': -0.005, 'yaw': 2.3261637687683105}"
337,2020-07-31 11:51:57.239727-04,17.625,6.999,0.0,150.9,81,0.0,1020.0,"{'lat': -25.3383488, 'lon': -57.3279036, 'alt': 0.007, 'yaw': 2.2526094913482666}"
338,2020-07-31 11:52:09.169936-04,17.625,6.997999999999999,0.0,151.7,81,0.0,1020.0,"{'lat': -25.3384254, 'lon': -57.3278465, 'alt': 0.01, 'yaw': 2.180781126022339}"
339,2020-07-31 11:52:21.068418-04,17.562,6.997999999999999,0.0,151.4,81,0.0,1020.0,"{'lat': -25.3384947, 'lon': -57.3278013, 'alt': 0.002, 'yaw': 2.1219117641448975}"
340,2020-07-31 11:52:32.989584-04,17.5,7.001,0.0,150.4,81,0.0,1020.0,"{'lat': -25.3385799, 'lon': -57.3277587, 'alt': 0.021, 'yaw': 2.081554412841797}"
341,2020-07-31 11:52:44.908671-04,17.5,6.999,0.0,151.6,81,0.0,1020.0,"{'lat': -25.3386628, 'lon': -57.3277107, 'alt': 0.028, 'yaw': 2.047426700592041}"
342,2020-07-31 11:52:57.416368-04,17.562,6.999,0.0,155.0,83,0.0,1020.0,"{'lat': -25.3387415, 'lon': -57.3276494, 'alt': -0.016, 'yaw': 2.0168261528015137}"
343,2020-07-31 11:53:10.709399-04,17.562,6.999,0.0,150.5,81,0.0,1020.0,"{'lat': -25.3388354, 'lon': -57.3275793, 'alt': 0.015, 'yaw': 2.027846574783325}"
344,2020-07-31 11:53:20.782943-04,17.625,7.0,0.0,151.8,82,0.0,1020.0,"{'lat': -25.3388966, 'lon': -57.3275334, 'alt': -0.012, 'yaw': 2.0046515464782715}"
345,2020-07-31 11:53:33.309743-04,17.687,7.0,0.0,153.6,82,0.0,1020.0,"{'lat': -25.3389609, 'lon': -57.3274794, 'alt': -0.002, 'yaw': 1.9573893547058105}"
346,2020-07-31 11:53:44.510836-04,17.687,6.997999999999999,0.0,155.1,83,0.0,1020.0,"{'lat': -25.3390202, 'lon': -57.3274202, 'alt': 0.023, 'yaw': 1.9352673292160034}"
347,2020-07-31 11:53:56.436602-04,17.75,7.0,0.0,151.1,81,0.0,1020.0,"{'lat': -25.3390891, 'lon': -57.3273378, 'alt': 0.009, 'yaw': 1.9132102727890015}"
348,2020-07-31 11:54:08.377703-04,17.75,7.0,0.0,152.0,82,0.0,1020.0,"{'lat': -25.3391559, 'lon': -57.3272605, 'alt': 0.038, 'yaw': 1.888892650604248}"
349,2020-07-31 11:54:20.286454-04,17.625,7.0,0.0,150.9,81,0.0,1020.0,"{'lat': -25.3392211, 'lon': -57.3271955, 'alt': 0.031, 'yaw': 1.8658504486083984}"
350,2020-07-31 11:54:32.246053-04,17.5,6.999,0.0,151.2,81,0.0,1020.0,"{'lat': -25.3392823, 'lon': -57.3271233, 'alt': 0.004, 'yaw': 1.8262299299240112}"
351,2020-07-31 11:54:44.124044-04,17.5,7.0,0.0,151.2,81,0.0,1020.0,"{'lat': -25.3393482, 'lon': -57.3270448, 'alt': 0.008, 'yaw': 1.7766664028167725}"
352,2020-07-31 11:54:56.015401-04,17.5,7.0,0.0,151.6,81,0.0,1020.0,"{'lat': -25.3394064, 'lon': -57.3269808, 'alt': 0.007, 'yaw': 1.7137874364852905}"
353,2020-07-31 11:55:08.003341-04,17.5,7.0,0.0,148.7,80,0.0,1020.0,"{'lat': -25.3394724, 'lon': -57.3268968, 'alt': 0.012, 'yaw': 1.6485576629638672}"
354,2020-07-31 11:55:20.000411-04,17.437,6.997000000000001,0.0,151.3,81,0.0,1020.0,"{'lat': -25.3395248, 'lon': -57.3267506, 'alt': 0.006, 'yaw': 1.4185022115707397}"
355,2020-07-31 11:55:31.817317-04,17.437,7.001,0.0,153.1,82,0.0,1020.0,"{'lat': -25.3395695, 'lon': -57.3265856, 'alt': -0.005, 'yaw': 1.7119723558425903}"
356,2020-07-31 11:55:43.753922-04,17.437,7.001,0.0,147.2,79,0.0,1020.0,"{'lat': -25.3396301, 'lon': -57.326436, 'alt': -0.008, 'yaw': 1.7758842706680298}"
357,2020-07-31 11:55:55.631559-04,17.312,7.001,0.0,150.4,81,0.0,1020.0,"{'lat': -25.3397077, 'lon': -57.3262795, 'alt': 0.031, 'yaw': 2.069096088409424}"
358,2020-07-31 11:56:19.45725-04,17.25,7.001,0.0,149.3,80,0.0,1020.0,"{'lat': -25.3398906, 'lon': -57.3259907, 'alt': -0.006, 'yaw': 2.121084690093994}"
359,2020-07-31 11:56:31.424735-04,17.25,7.001,0.0,152.1,82,0.0,1020.0,"{'lat': -25.339999, 'lon': -57.3258533, 'alt': 0.014, 'yaw': 2.1896040439605713}"
360,2020-07-31 11:56:43.359755-04,17.312,6.999,0.0,152.2,82,0.0,1020.0,"{'lat': -25.3401236, 'lon': -57.3257141, 'alt': 0.043, 'yaw': 2.125622272491455}"
361,2020-07-31 11:56:55.235153-04,17.5,7.0,0.0,154.4,83,0.0,1020.0,"{'lat': -25.3402382, 'lon': -57.3255832, 'alt': 0.045, 'yaw': 2.1291463375091553}"
362,2020-07-31 11:57:07.236157-04,17.75,7.0,0.0,159.3,86,0.0,1020.0,"{'lat': -25.3403401, 'lon': -57.3254502, 'alt': 0.004, 'yaw': 2.148895025253296}"
363,2020-07-31 11:57:19.070074-04,17.937,7.0,0.0,154.7,83,0.0,1020.0,"{'lat': -25.3404528, 'lon': -57.325325, 'alt': 0.007, 'yaw': 2.160525321960449}"
364,2020-07-31 11:57:31.026199-04,17.875,7.0,0.0,145.2,78,0.0,1020.0,"{'lat': -25.3405687, 'lon': -57.3251956, 'alt': 0.002, 'yaw': 2.120663642883301}"
365,2020-07-31 11:57:42.945947-04,17.812,7.0,0.0,157.9,85,0.0,1020.0,"{'lat': -25.3406742, 'lon': -57.3250624, 'alt': 0.017, 'yaw': 2.2817111015319824}"
366,2020-07-31 11:57:54.854595-04,17.812,7.0,0.0,153.6,82,0.0,1020.0,"{'lat': -25.3407926, 'lon': -57.324945, 'alt': -0.001, 'yaw': 2.114530563354492}"
367,2020-07-31 11:58:06.752196-04,17.812,7.001,0.0,153.2,82,0.0,1020.0,"{'lat': -25.3409, 'lon': -57.3248147, 'alt': 0.009, 'yaw': 2.192772388458252}"
368,2020-07-31 11:58:18.668824-04,17.75,7.002000000000001,0.0,148.5,80,0.0,1020.0,"{'lat': -25.341021, 'lon': -57.3246881, 'alt': 0.0, 'yaw': 1.9905809164047241}"
369,2020-07-31 11:58:30.632362-04,17.687,7.0,0.0,151.5,81,0.0,1020.0,"{'lat': -25.3411242, 'lon': -57.3245519, 'alt': -0.002, 'yaw': 2.1106648445129395}"
370,2020-07-31 11:58:42.554476-04,17.562,7.0,0.0,149.1,80,0.0,1020.0,"{'lat': -25.3412185, 'lon': -57.3244325, 'alt': -0.037, 'yaw': 2.0240225791931152}"
371,2020-07-31 11:58:54.439211-04,17.562,7.001,0.0,153.1,82,0.0,1020.0,"{'lat': -25.3413231, 'lon': -57.3243027, 'alt': 0.007, 'yaw': 2.0984833240509033}"
372,2020-07-31 11:59:06.363246-04,17.562,6.999,0.0,151.4,81,0.0,1020.0,"{'lat': -25.3414339, 'lon': -57.3241749, 'alt': -0.001, 'yaw': 2.204669713973999}"
373,2020-07-31 11:59:18.302937-04,17.5,6.999,0.0,152.3,82,0.0,1020.0,"{'lat': -25.3415598, 'lon': -57.3240537, 'alt': 0.044, 'yaw': 2.263000965118408}"
374,2020-07-31 11:59:36.580464-04,17.5,7.001,0.0,154.8,83,0.0,1020.0,"{'lat': -25.3417406, 'lon': -57.3238699, 'alt': 0.042, 'yaw': 2.064401626586914}"
375,2020-07-31 12:00:02.192243-04,17.562,6.999,0.0,158.5,85,0.0,1020.0,"{'lat': -25.341992, 'lon': -57.3235961, 'alt': 0.005, 'yaw': 2.1088414192199707}"
376,2020-07-31 12:00:05.989514-04,17.687,7.001,0.0,155.6,84,0.0,1020.0,"{'lat': -25.3420209, 'lon': -57.3235652, 'alt': 0.005, 'yaw': 2.1213295459747314}"
377,2020-07-31 12:00:37.446743-04,17.687,7.001,0.0,153.7,83,0.0,1020.0,"{'lat': -25.3423191, 'lon': -57.3232213, 'alt': 0.001, 'yaw': 2.075557231903076}"
378,2020-07-31 12:00:47.765803-04,17.75,7.001,0.0,162.2,87,0.0,1020.0,"{'lat': -25.3424115, 'lon': -57.3231194, 'alt': 0.006, 'yaw': 2.0794901847839355}"
379,2020-07-31 12:00:53.703027-04,17.687,7.001,0.0,162.9,87,0.0,1020.0,"{'lat': -25.3424652, 'lon': -57.3230567, 'alt': 0.018, 'yaw': 2.0465869903564453}"
380,2020-07-31 12:01:11.933311-04,17.625,7.0,0.0,152.9,82,0.0,1020.0,"{'lat': -25.3426224, 'lon': -57.3228431, 'alt': 0.012, 'yaw': 2.021906852722168}"
381,2020-07-31 12:01:17.530682-04,17.625,6.999,0.0,151.6,81,0.0,1020.0,"{'lat': -25.3426627, 'lon': -57.3227825, 'alt': 0.017, 'yaw': 2.0374789237976074}"
382,2020-07-31 12:01:30.237433-04,17.5,6.997999999999999,0.0,150.5,81,0.0,1020.0,"{'lat': -25.3427805, 'lon': -57.3226515, 'alt': 0.003, 'yaw': 2.060542106628418}"
383,2020-07-31 12:01:41.35905-04,17.5,7.0,0.0,152.3,82,0.0,1020.0,"{'lat': -25.3428826, 'lon': -57.3225314, 'alt': 0.0, 'yaw': 1.9730052947998047}"
384,2020-07-31 12:01:53.281434-04,17.375,7.0,0.0,151.2,81,0.0,1020.0,"{'lat': -25.3429902, 'lon': -57.3224059, 'alt': -0.017, 'yaw': 2.0503878593444824}"
385,2020-07-31 12:02:05.192922-04,17.312,6.999,0.0,151.7,81,0.0,1020.0,"{'lat': -25.3430915, 'lon': -57.3222727, 'alt': -0.001, 'yaw': 1.7686643600463867}"
386,2020-07-31 12:02:17.101212-04,17.375,6.999,0.0,146.7,79,0.0,1020.0,"{'lat': -25.3431594, 'lon': -57.3221759, 'alt': -0.012, 'yaw': 1.182524561882019}"
387,2020-07-31 12:02:29.095805-04,17.375,6.997999999999999,0.0,151.3,81,0.0,1020.0,"{'lat': -25.3431701, 'lon': -57.3220546, 'alt': -0.003, 'yaw': 0.8506327271461487}"
388,2020-07-31 12:02:40.981502-04,17.375,7.001,0.0,0.0,0,0.0,1020.0,"{'lat': -25.343137, 'lon': -57.3219284, 'alt': 0.031, 'yaw': 0.37663891911506653}"
389,2020-07-31 12:02:52.880654-04,17.312,6.997999999999999,0.0,150.1,81,0.0,1020.0,"{'lat': -25.3430521, 'lon': -57.3218461, 'alt': -0.024, 'yaw': 0.04494709521532059}"
390,2020-07-31 12:03:05.192737-04,17.312,6.999,0.0,150.9,81,0.0,1020.0,"{'lat': -25.3429308, 'lon': -57.3217916, 'alt': -0.006, 'yaw': 0.3643229603767395}"
391,2020-07-31 12:03:17.140104-04,17.312,7.0,0.0,151.8,82,0.0,1020.0,"{'lat': -25.3428272, 'lon': -57.3216965, 'alt': -0.039, 'yaw': 0.6369971632957458}"
392,2020-07-31 12:03:28.677496-04,17.25,7.0,0.0,150.2,81,0.0,1020.0,"{'lat': -25.3427378, 'lon': -57.3215828, 'alt': -0.096, 'yaw': 0.8689055442810059}"
393,2020-07-31 12:03:40.558511-04,17.25,6.999,0.0,151.0,81,0.0,1020.0,"{'lat': -25.3426841, 'lon': -57.3214479, 'alt': 0.045, 'yaw': 0.9653074741363525}"
394,2020-07-31 12:03:52.498046-04,17.25,7.0,0.0,149.8,80,0.0,1020.0,"{'lat': -25.3426529, 'lon': -57.3212875, 'alt': -0.005, 'yaw': 1.3700867891311646}"
395,2020-07-31 12:04:04.38499-04,17.25,7.001,0.0,149.8,80,0.0,1020.0,"{'lat': -25.3426887, 'lon': -57.321129, 'alt': 0.003, 'yaw': 1.9043445587158203}"
396,2020-07-31 12:04:16.32623-04,17.25,6.999,0.0,149.1,80,0.0,1020.0,"{'lat': -25.3427693, 'lon': -57.3209905, 'alt': 0.031, 'yaw': 1.9728630781173706}"
397,2020-07-31 12:04:28.235328-04,17.187,6.999,0.0,149.3,80,0.0,1020.0,"{'lat': -25.3428765, 'lon': -57.3208555, 'alt': 0.01, 'yaw': 2.1086864471435547}"
398,2020-07-31 12:04:40.164847-04,17.187,7.002000000000001,0.0,148.8,80,0.0,1020.0,"{'lat': -25.3429914, 'lon': -57.3207296, 'alt': 0.025, 'yaw': 2.0418481826782227}"
399,2020-07-31 12:04:52.10456-04,17.187,6.999,0.0,147.6,79,0.0,1020.0,"{'lat': -25.343089, 'lon': -57.3206205, 'alt': -0.009, 'yaw': 2.0063109397888184}"
400,2020-07-31 12:05:03.977505-04,17.125,7.0,0.0,146.9,79,0.0,1020.0,"{'lat': -25.3431965, 'lon': -57.3204813, 'alt': -0.027, 'yaw': 1.9883699417114258}"
401,2020-07-31 12:05:15.916837-04,17.062,7.0,0.0,148.7,80,0.0,1020.0,"{'lat': -25.3432988, 'lon': -57.3203399, 'alt': -0.012, 'yaw': 2.1077730655670166}"
402,2020-07-31 12:05:28.619692-04,17.062,7.0,0.0,146.9,79,0.0,1020.0,"{'lat': -25.3434126, 'lon': -57.3202149, 'alt': 0.0, 'yaw': 2.0596752166748047}"
403,2020-07-31 12:05:39.757485-04,17.0,7.0,0.0,145.2,78,0.0,1020.0,"{'lat': -25.3435111, 'lon': -57.3200822, 'alt': -0.061, 'yaw': 2.06768798828125}"
404,2020-07-31 12:05:51.677484-04,16.875,7.002000000000001,0.0,144.6,78,0.0,1020.0,"{'lat': -25.3436123, 'lon': -57.3199695, 'alt': 0.004, 'yaw': 2.1105759143829346}"
405,2020-07-31 12:06:03.602001-04,16.812,7.002000000000001,0.0,145.2,78,0.0,1020.0,"{'lat': -25.343718, 'lon': -57.3198506, 'alt': 0.003, 'yaw': 2.0641679763793945}"
406,2020-07-31 12:06:15.500447-04,16.75,7.0,0.0,145.1,78,0.0,1020.0,"{'lat': -25.3438156, 'lon': -57.3197169, 'alt': 0.007, 'yaw': 2.0735297203063965}"
