id,datatime,temperature,ph,od,ce,tds,s,opr,position
407,2020-07-31 12:06:28.306828-04,16.75,7.001,0.0,145.2,78,0.0,1020.0,"{'lat': -25.3439309, 'lon': -57.3195707, 'alt': 0.0, 'yaw': 2.027008056640625}"
408,2020-07-31 12:06:39.373723-04,16.75,7.002000000000001,0.0,146.0,78,0.0,1020.0,"{'lat': -25.3440299, 'lon': -57.3194438, 'alt': -0.003, 'yaw': 2.040599822998047}"
409,2020-07-31 12:06:51.265419-04,16.75,7.002999999999999,0.0,144.4,77,0.0,1020.0,"{'lat': -25.3441259, 'lon': -57.3193178, 'alt': 0.003, 'yaw': 2.077443838119507}"
410,2020-07-31 12:07:15.525294-04,16.562,7.002000000000001,0.0,143.5,77,0.0,1020.0,"{'lat': -25.3443232, 'lon': -57.3190457, 'alt': -0.008, 'yaw': 2.0701308250427246}"
411,2020-07-31 12:07:27.542776-04,16.5,7.002999999999999,0.0,143.8,77,0.0,1020.0,"{'lat': -25.3444275, 'lon': -57.318913, 'alt': -0.01, 'yaw': 2.050783634185791}"
412,2020-07-31 12:07:38.986075-04,16.5,7.001,0.0,144.0,77,0.0,1020.0,"{'lat': -25.3445238, 'lon': -57.3187946, 'alt': 0.05, 'yaw': 2.0590407848358154}"
413,2020-07-31 12:07:50.892509-04,16.562,6.999,0.0,152.9,82,0.0,1020.0,"{'lat': -25.3446321, 'lon': -57.3186556, 'alt': 0.011, 'yaw': 1.8777216672897339}"
414,2020-07-31 12:08:02.947127-04,16.5,7.001,0.0,67.49,36,0.0,1020.0,"{'lat': -25.3447171, 'lon': -57.3185194, 'alt': 0.004, 'yaw': 1.6006664037704468}"
415,2020-07-31 12:08:14.735901-04,16.437,7.0,0.0,143.8,77,0.0,1020.0,"{'lat': -25.344769, 'lon': -57.3184208, 'alt': 0.008, 'yaw': 1.6914310455322266}"
416,2020-07-31 12:08:26.643457-04,16.437,7.001,0.0,145.4,78,0.0,1020.0,"{'lat': -25.3448251, 'lon': -57.3183484, 'alt': 0.0, 'yaw': 1.7756571769714355}"
417,2020-07-31 12:08:38.576266-04,16.437,7.001,0.0,143.7,77,0.0,1020.0,"{'lat': -25.3448722, 'lon': -57.3183081, 'alt': -0.006, 'yaw': 1.8455654382705688}"
418,2020-07-31 12:08:50.524264-04,16.375,7.0,0.0,144.0,77,0.0,1020.0,"{'lat': -25.3449364, 'lon': -57.318221, 'alt': -0.018, 'yaw': 1.8615928888320923}"
419,2020-07-31 12:09:02.503317-04,16.312,7.001,0.0,72.85,39,0.0,1020.0,"{'lat': -25.3450176, 'lon': -57.3180983, 'alt': -0.014, 'yaw': 1.9493829011917114}"
420,2020-07-31 12:09:14.413095-04,16.375,7.0,0.0,137.5,74,0.0,1020.0,"{'lat': -25.3451079, 'lon': -57.3179511, 'alt': 0.022, 'yaw': 1.9909480810165405}"
421,2020-07-31 12:09:26.351499-04,16.312,7.0,0.0,139.4,75,0.0,1020.0,"{'lat': -25.3452051, 'lon': -57.3178063, 'alt': 0.042, 'yaw': 2.0228960514068604}"
422,2020-07-31 12:09:38.752357-04,16.375,6.999,0.0,146.4,79,0.0,1020.0,"{'lat': -25.3453177, 'lon': -57.3176709, 'alt': 0.029, 'yaw': 2.0934085845947266}"
423,2020-07-31 12:09:50.200858-04,16.375,6.997999999999999,0.0,135.7,73,0.0,1020.0,"{'lat': -25.3454041, 'lon': -57.3175446, 'alt': 0.02, 'yaw': 2.10905385017395}"
424,2020-07-31 12:10:02.105493-04,16.312,6.999,0.0,116.0,62,0.0,1020.0,"{'lat': -25.3455083, 'lon': -57.3174202, 'alt': 0.019, 'yaw': 2.0929348468780518}"
425,2020-07-31 12:10:14.010964-04,16.375,7.0,0.0,125.6,67,0.0,1020.0,"{'lat': -25.3456072, 'lon': -57.3172762, 'alt': 0.041, 'yaw': 2.113015651702881}"
426,2020-07-31 12:10:26.335933-04,16.437,7.0,0.0,148.5,80,0.0,1020.0,"{'lat': -25.3457156, 'lon': -57.3171361, 'alt': -0.02, 'yaw': 2.1350584030151367}"
427,2020-07-31 12:10:38.319194-04,16.437,6.999,0.0,146.8,79,0.0,1020.0,"{'lat': -25.3458188, 'lon': -57.3169995, 'alt': 0.031, 'yaw': 2.187481641769409}"
428,2020-07-31 12:10:50.168304-04,16.437,7.0,0.0,139.4,75,0.0,1020.0,"{'lat': -25.3459422, 'lon': -57.3168796, 'alt': -0.054, 'yaw': 2.116490364074707}"
429,2020-07-31 12:11:01.71065-04,16.437,6.999,0.0,152.5,82,0.0,1020.0,"{'lat': -25.3460486, 'lon': -57.3167532, 'alt': 0.018, 'yaw': 2.08432936668396}"
430,2020-07-31 12:11:13.622157-04,16.437,6.999,0.0,131.6,71,0.0,1020.0,"{'lat': -25.3461512, 'lon': -57.3166164, 'alt': 0.001, 'yaw': 2.062079429626465}"
431,2020-07-31 12:11:25.557889-04,16.5,6.999,0.0,148.0,79,0.0,1020.0,"{'lat': -25.3462412, 'lon': -57.3164713, 'alt': 0.005, 'yaw': 2.0078651905059814}"
432,2020-07-31 12:11:50.799409-04,16.5,6.999,0.0,148.8,80,0.0,1020.0,"{'lat': -25.3464241, 'lon': -57.3161841, 'alt': 0.014, 'yaw': 1.907917857170105}"
433,2020-07-31 12:11:50.954125-04,16.437,6.999,0.0,152.1,82,0.0,1020.0,"{'lat': -25.3464241, 'lon': -57.3161841, 'alt': 0.014, 'yaw': 1.907917857170105}"
434,2020-07-31 12:12:02.848916-04,16.437,7.0,0.0,0.0,0,0.0,1020.0,"{'lat': -25.3465091, 'lon': -57.3160323, 'alt': 0.014, 'yaw': 1.8021416664123535}"
435,2020-07-31 12:12:13.240503-04,16.437,7.0,0.0,157.2,84,0.0,1020.0,"{'lat': -25.3465761, 'lon': -57.3158827, 'alt': -0.002, 'yaw': 1.7528809309005737}"
436,2020-07-31 12:12:25.178552-04,16.437,7.0,0.0,148.3,80,0.0,1020.0,"{'lat': -25.3466437, 'lon': -57.3157473, 'alt': -0.029, 'yaw': 1.9498215913772583}"
437,2020-07-31 12:12:37.065997-04,16.375,6.999,0.0,139.6,75,0.0,1020.0,"{'lat': -25.3467258, 'lon': -57.3156151, 'alt': 0.03, 'yaw': 1.9302622079849243}"
438,2020-07-31 12:13:39.491741-04,16.375,6.999,0.0,151.1,81,0.0,1020.0,"{'lat': -25.3471872, 'lon': -57.3149136, 'alt': 0.044, 'yaw': 1.8011271953582764}"
439,2020-07-31 12:13:39.679829-04,16.375,6.999,0.0,151.2,81,0.0,1020.0,"{'lat': -25.3471872, 'lon': -57.3149136, 'alt': 0.044, 'yaw': 1.8011271953582764}"
440,2020-07-31 12:13:39.679985-04,16.375,6.997000000000001,0.0,151.8,81,0.0,1020.0,"{'lat': -25.3471872, 'lon': -57.3149136, 'alt': 0.044, 'yaw': 1.8011271953582764}"
441,2020-07-31 12:13:39.692002-04,16.375,6.997999999999999,0.0,157.3,84,0.0,1020.0,"{'lat': -25.3471872, 'lon': -57.3149136, 'alt': 0.044, 'yaw': 1.8011271953582764}"
442,2020-07-31 12:13:39.710067-04,16.312,6.997999999999999,0.0,137.3,74,0.0,1020.0,"{'lat': -25.3471937, 'lon': -57.3149002, 'alt': -0.017, 'yaw': 1.7944334745407104}"
443,2020-07-31 12:13:48.607-04,16.312,6.997999999999999,0.0,158.3,85,0.0,1020.0,"{'lat': -25.3472444, 'lon': -57.3147934, 'alt': 0.011, 'yaw': 1.8245593309402466}"
444,2020-07-31 12:14:00.533086-04,16.25,6.997999999999999,0.0,149.8,80,0.0,1020.0,"{'lat': -25.3473258, 'lon': -57.3146419, 'alt': 0.0, 'yaw': 1.8838120698928833}"
445,2020-07-31 12:14:12.423297-04,16.25,6.997000000000001,0.0,149.4,80,0.0,1020.0,"{'lat': -25.3474186, 'lon': -57.3145121, 'alt': 0.004, 'yaw': 2.0183298587799072}"
446,2020-07-31 12:14:25.354957-04,16.25,6.997000000000001,0.0,146.1,78,0.0,1020.0,"{'lat': -25.3475347, 'lon': -57.3143568, 'alt': -0.027, 'yaw': 2.050960063934326}"
447,2020-07-31 12:14:37.918272-04,16.25,6.997999999999999,0.0,103.1,55,0.0,1020.0,"{'lat': -25.3476428, 'lon': -57.3142274, 'alt': 0.0, 'yaw': 2.0583605766296387}"
448,2020-07-31 12:14:48.719793-04,16.25,6.997000000000001,0.0,147.4,79,0.0,1020.0,"{'lat': -25.3477398, 'lon': -57.3141098, 'alt': -0.024, 'yaw': 2.0392186641693115}"
449,2020-07-31 12:15:00.113639-04,16.25,7.0,0.0,125.6,67,0.0,1020.0,"{'lat': -25.3478369, 'lon': -57.3139921, 'alt': 0.032, 'yaw': 2.037523031234741}"
450,2020-07-31 12:15:12.043426-04,16.25,6.997999999999999,0.0,131.6,71,0.0,1020.0,"{'lat': -25.3479444, 'lon': -57.3138596, 'alt': -0.013, 'yaw': 2.007688522338867}"
451,2020-07-31 12:15:23.952062-04,16.25,6.997999999999999,0.0,149.6,80,0.0,1020.0,"{'lat': -25.3480376, 'lon': -57.3137294, 'alt': 0.01, 'yaw': 2.0517425537109375}"
452,2020-07-31 12:15:36.291094-04,16.187,6.997000000000001,0.0,147.4,79,0.0,1020.0,"{'lat': -25.3481369, 'lon': -57.3135974, 'alt': -0.008, 'yaw': 2.0114569664001465}"
453,2020-07-31 12:15:48.341928-04,16.187,6.997999999999999,0.0,151.0,81,0.0,1020.0,"{'lat': -25.3482281, 'lon': -57.3134626, 'alt': 0.013, 'yaw': 2.025465488433838}"
454,2020-07-31 12:15:59.714282-04,16.187,6.997000000000001,0.0,119.0,64,0.0,1020.0,"{'lat': -25.3483281, 'lon': -57.3133331, 'alt': 0.038, 'yaw': 2.030069351196289}"
455,2020-07-31 12:16:12.853195-04,16.25,6.997000000000001,0.0,142.9,77,0.0,1020.0,"{'lat': -25.3484421, 'lon': -57.3131867, 'alt': 0.019, 'yaw': 2.085498094558716}"
456,2020-07-31 12:16:24.738107-04,16.187,6.997999999999999,0.0,124.6,67,0.0,1020.0,"{'lat': -25.3485447, 'lon': -57.313076, 'alt': 0.003, 'yaw': 2.0540695190429688}"
457,2020-07-31 12:17:01.725624-04,16.187,6.997999999999999,0.0,149.7,80,0.0,1020.0,"{'lat': -25.3488919, 'lon': -57.3127092, 'alt': 0.024, 'yaw': 2.0566930770874023}"
458,2020-07-31 12:17:02.027713-04,16.187,6.997000000000001,0.0,152.4,82,0.0,1020.0,"{'lat': -25.3488919, 'lon': -57.3127092, 'alt': 0.024, 'yaw': 2.0566930770874023}"
459,2020-07-31 12:17:02.034699-04,16.25,6.997999999999999,0.0,150.2,81,0.0,1020.0,"{'lat': -25.3488919, 'lon': -57.3127092, 'alt': 0.024, 'yaw': 2.0566930770874023}"
460,2020-07-31 12:17:11.252062-04,16.312,6.999,0.0,157.4,85,0.0,1020.0,"{'lat': -25.3489862, 'lon': -57.3126148, 'alt': -0.02, 'yaw': 2.065108299255371}"
461,2020-07-31 12:17:23.239706-04,16.375,6.997000000000001,0.0,18.32,9,0.0,1020.0,"{'lat': -25.3490927, 'lon': -57.3124927, 'alt': 0.011, 'yaw': 1.9519157409667969}"
462,2020-07-31 12:17:35.110585-04,16.437,6.997000000000001,0.0,145.6,78,0.0,1020.0,"{'lat': -25.349186, 'lon': -57.3123748, 'alt': 0.039, 'yaw': 2.0695347785949707}"
463,2020-07-31 12:17:52.100817-04,16.437,6.997000000000001,0.0,137.4,74,0.0,1020.0,"{'lat': -25.3493331, 'lon': -57.3121952, 'alt': 0.004, 'yaw': 2.0011730194091797}"
464,2020-07-31 12:17:58.928835-04,16.375,6.999,0.0,142.5,76,0.0,1020.0,"{'lat': -25.349393, 'lon': -57.3121202, 'alt': 0.026, 'yaw': 2.053706169128418}"
465,2020-07-31 12:18:10.860548-04,16.375,6.997999999999999,0.0,0.0,0,0.0,1020.0,"{'lat': -25.3494885, 'lon': -57.3119829, 'alt': -0.034, 'yaw': 1.9657278060913086}"
466,2020-07-31 12:19:01.602575-04,16.437,7.0,0.0,137.1,74,0.0,1020.0,"{'lat': -25.3498733, 'lon': -57.311392, 'alt': 0.002, 'yaw': 1.9841777086257935}"
467,2020-07-31 12:19:01.872859-04,16.437,6.997999999999999,0.0,143.4,77,0.0,1020.0,"{'lat': -25.3498812, 'lon': -57.3113806, 'alt': 0.003, 'yaw': 1.9994169473648071}"
468,2020-07-31 12:19:10.442268-04,16.562,6.999,0.0,141.3,76,0.0,1020.0,"{'lat': -25.3499412, 'lon': -57.311291, 'alt': 0.004, 'yaw': 1.9581823348999023}"
469,2020-07-31 12:19:24.61947-04,16.562,6.997999999999999,0.0,142.0,76,0.0,1020.0,"{'lat': -25.3500557, 'lon': -57.3111267, 'alt': -0.004, 'yaw': 1.9653854370117188}"
470,2020-07-31 12:19:34.312596-04,16.5,6.999,0.0,148.0,79,0.0,1020.0,"{'lat': -25.3501311, 'lon': -57.3110094, 'alt': -0.003, 'yaw': 1.9870364665985107}"
471,2020-07-31 12:19:46.81527-04,16.562,6.999,0.0,141.9,76,0.0,1020.0,"{'lat': -25.3502119, 'lon': -57.3108947, 'alt': -0.001, 'yaw': 1.9074591398239136}"
